"תחנה","תאריך ושעה (שעון קיץ)","קרינה גלובלית (וואט/מ""ר)"
"בית דגן קרינה","10/08/2023 12:40","993"
"בית דגן קרינה","10/08/2023 12:50","994"
"בית דגן קרינה","10/08/2023 13:00","995"
"בית דגן קרינה","10/08/2023 13:10","992"
"בית דגן קרינה","10/08/2023 13:20","983"
"בית דגן קרינה","10/08/2023 13:30","979"
"בית דגן קרינה","10/08/2023 13:40","973"
"בית דגן קרינה","10/08/2023 13:50","963"
"בית דגן קרינה","10/08/2023 14:00","955"
"בית דגן קרינה","10/08/2023 14:10","942"
"בית דגן קרינה","10/08/2023 14:20","927"
"בית דגן קרינה","10/08/2023 14:30","910"
"בית דגן קרינה","10/08/2023 14:40","895"
"בית דגן קרינה","10/08/2023 14:50","876"
"בית דגן קרינה","10/08/2023 15:00","854"
"בית דגן קרינה","10/08/2023 15:10","828"
"בית דגן קרינה","10/08/2023 15:20","805"
"בית דגן קרינה","10/08/2023 15:30","779"
"בית דגן קרינה","10/08/2023 15:40","754"
"בית דגן קרינה","10/08/2023 15:50","725"
"בית דגן קרינה","10/08/2023 16:00","695"
"בית דגן קרינה","10/08/2023 16:10","663"
"בית דגן קרינה","10/08/2023 16:20","632"
"בית דגן קרינה","10/08/2023 16:30","601"
"בית דגן קרינה","10/08/2023 16:40","565"
"בית דגן קרינה","10/08/2023 16:50","530"
"בית דגן קרינה","10/08/2023 17:00","496"
"בית דגן קרינה","10/08/2023 17:10","458"
"בית דגן קרינה","10/08/2023 17:20","419"
"בית דגן קרינה","10/08/2023 17:30","382"
"בית דגן קרינה","10/08/2023 17:40","345"
"בית דגן קרינה","10/08/2023 17:50","307"
"בית דגן קרינה","10/08/2023 18:00","271"
"בית דגן קרינה","10/08/2023 18:10","235"
"בית דגן קרינה","10/08/2023 18:20","198"
"בית דגן קרינה","10/08/2023 18:30","165"
"בית דגן קרינה","10/08/2023 18:40","129"
"בית דגן קרינה","10/08/2023 18:50","84"
"בית דגן קרינה","10/08/2023 19:00","43"
"בית דגן קרינה","10/08/2023 19:10","21"
"בית דגן קרינה","10/08/2023 19:20","13"
"בית דגן קרינה","10/08/2023 19:30","4"
"בית דגן קרינה","10/08/2023 19:40","0"
"בית דגן קרינה","10/08/2023 19:50","0"
"בית דגן קרינה","10/08/2023 20:00","0"
"בית דגן קרינה","10/08/2023 20:10","0"
"בית דגן קרינה","10/08/2023 20:20","0"
"בית דגן קרינה","10/08/2023 20:30","0"
"בית דגן קרינה","10/08/2023 20:40","0"
"בית דגן קרינה","10/08/2023 20:50","0"
"בית דגן קרינה","10/08/2023 21:00","0"
"בית דגן קרינה","10/08/2023 21:10","0"
"בית דגן קרינה","10/08/2023 21:20","0"
"בית דגן קרינה","10/08/2023 21:30","0"
"בית דגן קרינה","10/08/2023 21:40","0"
"בית דגן קרינה","10/08/2023 21:50","0"
"בית דגן קרינה","10/08/2023 22:00","0"
"בית דגן קרינה","10/08/2023 22:10","0"
"בית דגן קרינה","10/08/2023 22:20","0"
"בית דגן קרינה","10/08/2023 22:30","0"
"בית דגן קרינה","10/08/2023 22:40","0"
"בית דגן קרינה","10/08/2023 22:50","0"
"בית דגן קרינה","10/08/2023 23:00","0"
"בית דגן קרינה","10/08/2023 23:10","0"
"בית דגן קרינה","10/08/2023 23:20","0"
"בית דגן קרינה","10/08/2023 23:30","0"
"בית דגן קרינה","10/08/2023 23:40","0"
"בית דגן קרינה","10/08/2023 23:50","0"
"בית דגן קרינה","11/08/2023 00:00","0"
"בית דגן קרינה","11/08/2023 00:10","0"
"בית דגן קרינה","11/08/2023 00:20","0"
"בית דגן קרינה","11/08/2023 00:30","0"
"בית דגן קרינה","11/08/2023 00:40","0"
"בית דגן קרינה","11/08/2023 00:50","0"
"בית דגן קרינה","11/08/2023 01:00","0"
"בית דגן קרינה","11/08/2023 01:10","0"
"בית דגן קרינה","11/08/2023 01:20","0"
"בית דגן קרינה","11/08/2023 01:30","0"
"בית דגן קרינה","11/08/2023 01:40","0"
"בית דגן קרינה","11/08/2023 01:50","0"
"בית דגן קרינה","11/08/2023 02:00","0"
"בית דגן קרינה","11/08/2023 02:10","0"
"בית דגן קרינה","11/08/2023 02:20","0"
"בית דגן קרינה","11/08/2023 02:30","0"
"בית דגן קרינה","11/08/2023 02:40","0"
"בית דגן קרינה","11/08/2023 02:50","0"
"בית דגן קרינה","11/08/2023 03:00","0"
"בית דגן קרינה","11/08/2023 03:10","0"
"בית דגן קרינה","11/08/2023 03:20","0"
"בית דגן קרינה","11/08/2023 03:30","0"
"בית דגן קרינה","11/08/2023 03:40","0"
"בית דגן קרינה","11/08/2023 03:50","0"
"בית דגן קרינה","11/08/2023 04:00","0"
"בית דגן קרינה","11/08/2023 04:10","0"
"בית דגן קרינה","11/08/2023 04:20","0"
"בית דגן קרינה","11/08/2023 04:30","0"
"בית דגן קרינה","11/08/2023 04:40","0"
"בית דגן קרינה","11/08/2023 04:50","0"
"בית דגן קרינה","11/08/2023 05:00","0"
"בית דגן קרינה","11/08/2023 05:10","0"
"בית דגן קרינה","11/08/2023 05:20","0"
"בית דגן קרינה","11/08/2023 05:30","0"
"בית דגן קרינה","11/08/2023 05:40","0"
"בית דגן קרינה","11/08/2023 05:50","0"
"בית דגן קרינה","11/08/2023 06:00","1"
"בית דגן קרינה","11/08/2023 06:10","4"
"בית דגן קרינה","11/08/2023 06:20","11"
"בית דגן קרינה","11/08/2023 06:30","25"
"בית דגן קרינה","11/08/2023 06:40","52"
"בית דגן קרינה","11/08/2023 06:50","66"
"בית דגן קרינה","11/08/2023 07:00","136"
"בית דגן קרינה","11/08/2023 07:10","187"
"בית דגן קרינה","11/08/2023 07:20","169"
"בית דגן קרינה","11/08/2023 07:30","166"
"בית דגן קרינה","11/08/2023 07:40","198"
"בית דגן קרינה","11/08/2023 07:50","212"
"בית דגן קרינה","11/08/2023 08:00","177"
"בית דגן קרינה","11/08/2023 08:10","198"
"בית דגן קרינה","11/08/2023 08:20","239"
"בית דגן קרינה","11/08/2023 08:30","312"
"בית דגן קרינה","11/08/2023 08:40","486"
"בית דגן קרינה","11/08/2023 08:50","375"
"בית דגן קרינה","11/08/2023 09:00","277"
"בית דגן קרינה","11/08/2023 09:10","201"
"בית דגן קרינה","11/08/2023 09:20","321"
"בית דגן קרינה","11/08/2023 09:30","751"
"בית דגן קרינה","11/08/2023 09:40","797"
"בית דגן קרינה","11/08/2023 09:50","319"
"בית דגן קרינה","11/08/2023 10:00","273"
"בית דגן קרינה","11/08/2023 10:10","764"
"בית דגן קרינה","11/08/2023 10:20","799"
"בית דגן קרינה","11/08/2023 10:30","489"
"בית דגן קרינה","11/08/2023 10:40","391"
"בית דגן קרינה","11/08/2023 10:50","874"
"בית דגן קרינה","11/08/2023 11:00","675"
"בית דגן קרינה","11/08/2023 11:10","940"
"בית דגן קרינה","11/08/2023 11:20","914"
"בית דגן קרינה","11/08/2023 11:30","926"
"בית דגן קרינה","11/08/2023 11:40","942"
"בית דגן קרינה","11/08/2023 11:50","958"
"בית דגן קרינה","11/08/2023 12:00","968"
"בית דגן קרינה","11/08/2023 12:10","972"
"בית דגן קרינה","11/08/2023 12:20","977"
"בית דגן קרינה","11/08/2023 12:30","982"
"בית דגן קרינה","11/08/2023 12:40","988"
"בית דגן קרינה","11/08/2023 12:50","987"
"בית דגן קרינה","11/08/2023 13:00","987"
"בית דגן קרינה","11/08/2023 13:10","985"
"בית דגן קרינה","11/08/2023 13:20","978"
"בית דגן קרינה","11/08/2023 13:30","973"
"בית דגן קרינה","11/08/2023 13:40","964"
"בית דגן קרינה","11/08/2023 13:50","955"
"בית דגן קרינה","11/08/2023 14:00","940"
"בית דגן קרינה","11/08/2023 14:10","927"
"בית דגן קרינה","11/08/2023 14:20","913"
"בית דגן קרינה","11/08/2023 14:30","897"
"בית דגן קרינה","11/08/2023 14:40","878"
"בית דגן קרינה","11/08/2023 14:50","858"
"בית דגן קרינה","11/08/2023 15:00","835"
"בית דגן קרינה","11/08/2023 15:10","813"
"בית דגן קרינה","11/08/2023 15:20","789"
"בית דגן קרינה","11/08/2023 15:30","762"
"בית דגן קרינה","11/08/2023 15:40","736"
"בית דגן קרינה","11/08/2023 15:50","707"
"בית דגן קרינה","11/08/2023 16:00","678"
"בית דגן קרינה","11/08/2023 16:10","647"
"בית דגן קרינה","11/08/2023 16:20","616"
"בית דגן קרינה","11/08/2023 16:30","581"
"בית דגן קרינה","11/08/2023 16:40","548"
"בית דגן קרינה","11/08/2023 16:50","511"
"בית דגן קרינה","11/08/2023 17:00","477"
"בית דגן קרינה","11/08/2023 17:10","445"
"בית דגן קרינה","11/08/2023 17:20","405"
"בית דגן קרינה","11/08/2023 17:30","364"
"בית דגן קרינה","11/08/2023 17:40","326"
"בית דגן קרינה","11/08/2023 17:50","287"
"בית דגן קרינה","11/08/2023 18:00","252"
"בית דגן קרינה","11/08/2023 18:10","219"
"בית דגן קרינה","11/08/2023 18:20","185"
"בית דגן קרינה","11/08/2023 18:30","141"
"בית דגן קרינה","11/08/2023 18:40","103"
"בית דגן קרינה","11/08/2023 18:50","69"
"בית דגן קרינה","11/08/2023 19:00","46"
"בית דגן קרינה","11/08/2023 19:10","24"
"בית דגן קרינה","11/08/2023 19:20","14"
"בית דגן קרינה","11/08/2023 19:30","5"
"בית דגן קרינה","11/08/2023 19:40","0"
"בית דגן קרינה","11/08/2023 19:50","0"
"בית דגן קרינה","11/08/2023 20:00","0"
"בית דגן קרינה","11/08/2023 20:10","0"
"בית דגן קרינה","11/08/2023 20:20","0"
"בית דגן קרינה","11/08/2023 20:30","0"
"בית דגן קרינה","11/08/2023 20:40","0"
"בית דגן קרינה","11/08/2023 20:50","0"
"בית דגן קרינה","11/08/2023 21:00","0"
"בית דגן קרינה","11/08/2023 21:10","0"
"בית דגן קרינה","11/08/2023 21:20","0"
"בית דגן קרינה","11/08/2023 21:30","0"
"בית דגן קרינה","11/08/2023 21:40","0"
"בית דגן קרינה","11/08/2023 21:50","0"
"בית דגן קרינה","11/08/2023 22:00","0"
"בית דגן קרינה","11/08/2023 22:10","0"
"בית דגן קרינה","11/08/2023 22:20","0"
"בית דגן קרינה","11/08/2023 22:30","0"
"בית דגן קרינה","11/08/2023 22:40","0"
"בית דגן קרינה","11/08/2023 22:50","0"
"בית דגן קרינה","11/08/2023 23:00","0"
"בית דגן קרינה","11/08/2023 23:10","0"
"בית דגן קרינה","11/08/2023 23:20","0"
"בית דגן קרינה","11/08/2023 23:30","0"
"בית דגן קרינה","11/08/2023 23:40","0"
"בית דגן קרינה","11/08/2023 23:50","0"
"בית דגן קרינה","12/08/2023 00:00","0"
"בית דגן קרינה","12/08/2023 00:10","0"
"בית דגן קרינה","12/08/2023 00:20","0"
"בית דגן קרינה","12/08/2023 00:30","0"
"בית דגן קרינה","12/08/2023 00:40","0"
"בית דגן קרינה","12/08/2023 00:50","0"
"בית דגן קרינה","12/08/2023 01:00","0"
"בית דגן קרינה","12/08/2023 01:10","0"
"בית דגן קרינה","12/08/2023 01:20","0"
"בית דגן קרינה","12/08/2023 01:30","0"
"בית דגן קרינה","12/08/2023 01:40","0"
"בית דגן קרינה","12/08/2023 01:50","0"
"בית דגן קרינה","12/08/2023 02:00","0"
"בית דגן קרינה","12/08/2023 02:10","0"
"בית דגן קרינה","12/08/2023 02:20","0"
"בית דגן קרינה","12/08/2023 02:30","0"
"בית דגן קרינה","12/08/2023 02:40","0"
"בית דגן קרינה","12/08/2023 02:50","0"
"בית דגן קרינה","12/08/2023 03:00","0"
"בית דגן קרינה","12/08/2023 03:10","0"
"בית דגן קרינה","12/08/2023 03:20","0"
"בית דגן קרינה","12/08/2023 03:30","0"
"בית דגן קרינה","12/08/2023 03:40","0"
"בית דגן קרינה","12/08/2023 03:50","0"
"בית דגן קרינה","12/08/2023 04:00","0"
"בית דגן קרינה","12/08/2023 04:10","0"
"בית דגן קרינה","12/08/2023 04:20","0"
"בית דגן קרינה","12/08/2023 04:30","0"
"בית דגן קרינה","12/08/2023 04:40","0"
"בית דגן קרינה","12/08/2023 04:50","0"
"בית דגן קרינה","12/08/2023 05:00","0"
"בית דגן קרינה","12/08/2023 05:10","0"
"בית דגן קרינה","12/08/2023 05:20","0"
"בית דגן קרינה","12/08/2023 05:30","0"
"בית דגן קרינה","12/08/2023 05:40","0"
"בית דגן קרינה","12/08/2023 05:50","0"
"בית דגן קרינה","12/08/2023 06:00","1"
"בית דגן קרינה","12/08/2023 06:10","2"
"בית דגן קרינה","12/08/2023 06:20","10"
"בית דגן קרינה","12/08/2023 06:30","21"
"בית דגן קרינה","12/08/2023 06:40","35"
"בית דגן קרינה","12/08/2023 06:50","50"
"בית דגן קרינה","12/08/2023 07:00","92"
"בית דגן קרינה","12/08/2023 07:10","86"
"בית דגן קרינה","12/08/2023 07:20","143"
"בית דגן קרינה","12/08/2023 07:30","130"
"בית דגן קרינה","12/08/2023 07:40","152"
"בית דגן קרינה","12/08/2023 07:50","267"
"בית דגן קרינה","12/08/2023 08:00","301"
"בית דגן קרינה","12/08/2023 08:10","338"
"בית דגן קרינה","12/08/2023 08:20","377"
"בית דגן קרינה","12/08/2023 08:30","375"
"בית דגן קרינה","12/08/2023 08:40","255"
"בית דגן קרינה","12/08/2023 08:50","216"
"בית דגן קרינה","12/08/2023 09:00","308"
"בית דגן קרינה","12/08/2023 09:10","622"
"בית דגן קרינה","12/08/2023 09:20","614"
"בית דגן קרינה","12/08/2023 09:30","712"
"בית דגן קרינה","12/08/2023 09:40","807"
"בית דגן קרינה","12/08/2023 09:50","856"
"בית דגן קרינה","12/08/2023 10:00","414"
"בית דגן קרינה","12/08/2023 10:10","690"
"בית דגן קרינה","12/08/2023 10:20","669"
"בית דגן קרינה","12/08/2023 10:30","599"
"בית דגן קרינה","12/08/2023 10:40","806"
"בית דגן קרינה","12/08/2023 10:50","820"
"בית דגן קרינה","12/08/2023 11:00","822"
"בית דגן קרינה","12/08/2023 11:10","861"
"בית דגן קרינה","12/08/2023 11:20","877"
"בית דגן קרינה","12/08/2023 11:30","889"
"בית דגן קרינה","12/08/2023 11:40","904"
"בית דגן קרינה","12/08/2023 11:50","915"
"בית דגן קרינה","12/08/2023 12:00","929"
"בית דגן קרינה","12/08/2023 12:10","935"
"בית דגן קרינה","12/08/2023 12:20","941"
"בית דגן קרינה","12/08/2023 12:30","947"
"בית דגן קרינה","12/08/2023 12:40","943"
"בית דגן קרינה","12/08/2023 12:50","941"
"בית דגן קרינה","12/08/2023 13:00","938"
"בית דגן קרינה","12/08/2023 13:10","954"
"בית דגן קרינה","12/08/2023 13:20","945"
"בית דגן קרינה","12/08/2023 13:30","935"
"בית דגן קרינה","12/08/2023 13:40","934"
"בית דגן קרינה","12/08/2023 13:50","908"
"בית דגן קרינה","12/08/2023 14:00","900"
"בית דגן קרינה","12/08/2023 14:10","985"
"בית דגן קרינה","12/08/2023 14:20","695"
"בית דגן קרינה","12/08/2023 14:30","742"
"בית דגן קרינה","12/08/2023 14:40","810"
"בית דגן קרינה","12/08/2023 14:50","839"
"בית דגן קרינה","12/08/2023 15:00","805"
"בית דגן קרינה","12/08/2023 15:10","624"
"בית דגן קרינה","12/08/2023 15:20","749"
"בית דגן קרינה","12/08/2023 15:30","596"
"בית דגן קרינה","12/08/2023 15:40","673"
"בית דגן קרינה","12/08/2023 15:50","574"
"בית דגן קרינה","12/08/2023 16:00","513"
"בית דגן קרינה","12/08/2023 16:10","458"
"בית דגן קרינה","12/08/2023 16:20","516"
"בית דגן קרינה","12/08/2023 16:30","428"
"בית דגן קרינה","12/08/2023 16:40","401"
"בית דגן קרינה","12/08/2023 16:50","247"
"בית דגן קרינה","12/08/2023 17:00","288"
"בית דגן קרינה","12/08/2023 17:10","207"
"בית דגן קרינה","12/08/2023 17:20","197"
"בית דגן קרינה","12/08/2023 17:30","314"
"בית דגן קרינה","12/08/2023 17:40","263"
"בית דגן קרינה","12/08/2023 17:50","172"
"בית דגן קרינה","12/08/2023 18:00","212"
"בית דגן קרינה","12/08/2023 18:10","125"
"בית דגן קרינה","12/08/2023 18:20","118"
"בית דגן קרינה","12/08/2023 18:30","75"
"בית דגן קרינה","12/08/2023 18:40","57"
"בית דגן קרינה","12/08/2023 18:50","41"
"בית דגן קרינה","12/08/2023 19:00","38"
"בית דגן קרינה","12/08/2023 19:10","26"
"בית דגן קרינה","12/08/2023 19:20","11"
"בית דגן קרינה","12/08/2023 19:30","4"
"בית דגן קרינה","12/08/2023 19:40","0"
"בית דגן קרינה","12/08/2023 19:50","0"
"בית דגן קרינה","12/08/2023 20:00","0"
"בית דגן קרינה","12/08/2023 20:10","0"
"בית דגן קרינה","12/08/2023 20:20","0"
"בית דגן קרינה","12/08/2023 20:30","0"
"בית דגן קרינה","12/08/2023 20:40","0"
"בית דגן קרינה","12/08/2023 20:50","0"
"בית דגן קרינה","12/08/2023 21:00","0"
"בית דגן קרינה","12/08/2023 21:10","0"
"בית דגן קרינה","12/08/2023 21:20","0"
"בית דגן קרינה","12/08/2023 21:30","0"
"בית דגן קרינה","12/08/2023 21:40","0"
"בית דגן קרינה","12/08/2023 21:50","0"
"בית דגן קרינה","12/08/2023 22:00","0"
"בית דגן קרינה","12/08/2023 22:10","0"
"בית דגן קרינה","12/08/2023 22:20","0"
"בית דגן קרינה","12/08/2023 22:30","0"
"בית דגן קרינה","12/08/2023 22:40","0"
"בית דגן קרינה","12/08/2023 22:50","0"
"בית דגן קרינה","12/08/2023 23:00","0"
"בית דגן קרינה","12/08/2023 23:10","0"
"בית דגן קרינה","12/08/2023 23:20","0"
"בית דגן קרינה","12/08/2023 23:30","0"
"בית דגן קרינה","12/08/2023 23:40","0"
"בית דגן קרינה","12/08/2023 23:50","0"
"בית דגן קרינה","13/08/2023 00:00","0"
"בית דגן קרינה","13/08/2023 00:10","0"
"בית דגן קרינה","13/08/2023 00:20","0"
"בית דגן קרינה","13/08/2023 00:30","0"
"בית דגן קרינה","13/08/2023 00:40","0"
"בית דגן קרינה","13/08/2023 00:50","0"
"בית דגן קרינה","13/08/2023 01:00","0"
"בית דגן קרינה","13/08/2023 01:10","0"
"בית דגן קרינה","13/08/2023 01:20","0"
"בית דגן קרינה","13/08/2023 01:30","0"
"בית דגן קרינה","13/08/2023 01:40","0"
"בית דגן קרינה","13/08/2023 01:50","0"
"בית דגן קרינה","13/08/2023 02:00","0"
"בית דגן קרינה","13/08/2023 02:10","0"
"בית דגן קרינה","13/08/2023 02:20","0"
"בית דגן קרינה","13/08/2023 02:30","0"
"בית דגן קרינה","13/08/2023 02:40","0"
"בית דגן קרינה","13/08/2023 02:50","0"
"בית דגן קרינה","13/08/2023 03:00","0"
"בית דגן קרינה","13/08/2023 03:10","0"
"בית דגן קרינה","13/08/2023 03:20","0"
"בית דגן קרינה","13/08/2023 03:30","0"
"בית דגן קרינה","13/08/2023 03:40","0"
"בית דגן קרינה","13/08/2023 03:50","0"
"בית דגן קרינה","13/08/2023 04:00","0"
"בית דגן קרינה","13/08/2023 04:10","0"
"בית דגן קרינה","13/08/2023 04:20","0"
"בית דגן קרינה","13/08/2023 04:30","0"
"בית דגן קרינה","13/08/2023 04:40","0"
"בית דגן קרינה","13/08/2023 04:50","0"
"בית דגן קרינה","13/08/2023 05:00","0"
"בית דגן קרינה","13/08/2023 05:10","0"
"בית דגן קרינה","13/08/2023 05:20","0"
"בית דגן קרינה","13/08/2023 05:30","0"
"בית דגן קרינה","13/08/2023 05:40","0"
"בית דגן קרינה","13/08/2023 05:50","0"
"בית דגן קרינה","13/08/2023 06:00","0"
"בית דגן קרינה","13/08/2023 06:10","1"
"בית דגן קרינה","13/08/2023 06:20","3"
"בית דגן קרינה","13/08/2023 06:30","6"
"בית דגן קרינה","13/08/2023 06:40","9"
"בית דגן קרינה","13/08/2023 06:50","18"
"בית דגן קרינה","13/08/2023 07:00","29"
"בית דגן קרינה","13/08/2023 07:10","69"
"בית דגן קרינה","13/08/2023 07:20","93"
"בית דגן קרינה","13/08/2023 07:30","127"
"בית דגן קרינה","13/08/2023 07:40","177"
"בית דגן קרינה","13/08/2023 07:50","232"
"בית דגן קרינה","13/08/2023 08:00","261"
"בית דגן קרינה","13/08/2023 08:10","297"
"בית דגן קרינה","13/08/2023 08:20","328"
"בית דגן קרינה","13/08/2023 08:30","357"
"בית דגן קרינה","13/08/2023 08:40","401"
"בית דגן קרינה","13/08/2023 08:50","435"
"בית דגן קרינה","13/08/2023 09:00","469"
"בית דגן קרינה","13/08/2023 09:10","501"
"בית דגן קרינה","13/08/2023 09:20","531"
"בית דגן קרינה","13/08/2023 09:30","567"
"בית דגן קרינה","13/08/2023 09:40","600"
"בית דגן קרינה","13/08/2023 09:50","629"
"בית דגן קרינה","13/08/2023 10:00","652"
"בית דגן קרינה","13/08/2023 10:10","686"
"בית דגן קרינה","13/08/2023 10:20","701"
"בית דגן קרינה","13/08/2023 10:30","741"
"בית דגן קרינה","13/08/2023 10:40","752"
"בית דגן קרינה","13/08/2023 10:50","710"
"בית דגן קרינה","13/08/2023 11:00","748"
"בית דגן קרינה","13/08/2023 11:10","696"
"בית דגן קרינה","13/08/2023 11:20","732"
"בית דגן קרינה","13/08/2023 11:30","595"
"בית דגן קרינה","13/08/2023 11:40","879"
"בית דגן קרינה","13/08/2023 11:50","861"
"בית דגן קרינה","13/08/2023 12:00","741"
"בית דגן קרינה","13/08/2023 12:10","860"
"בית דגן קרינה","13/08/2023 12:20","922"
"בית דגן קרינה","13/08/2023 12:30","935"
"בית דגן קרינה","13/08/2023 12:40","965"
"בית דגן קרינה","13/08/2023 12:50","897"
"בית דגן קרינה","13/08/2023 13:00","938"
"בית דגן קרינה","13/08/2023 13:10","755"
"בית דגן קרינה","13/08/2023 13:20","892"
"בית דגן קרינה","13/08/2023 13:30","882"
"בית דגן קרינה","13/08/2023 13:40","818"
"בית דגן קרינה","13/08/2023 13:50","887"
"בית דגן קרינה","13/08/2023 14:00","726"
"בית דגן קרינה","13/08/2023 14:10","766"
"בית דגן קרינה","13/08/2023 14:20","738"
"בית דגן קרינה","13/08/2023 14:30","721"
"בית דגן קרינה","13/08/2023 14:40","646"
"בית דגן קרינה","13/08/2023 14:50","718"
"בית דגן קרינה","13/08/2023 15:00","617"
"בית דגן קרינה","13/08/2023 15:10","611"
"בית דגן קרינה","13/08/2023 15:20","586"
"בית דגן קרינה","13/08/2023 15:30","533"
"בית דגן קרינה","13/08/2023 15:40","416"
"בית דגן קרינה","13/08/2023 15:50","424"
"בית דגן קרינה","13/08/2023 16:00","369"
"בית דגן קרינה","13/08/2023 16:10","370"
"בית דגן קרינה","13/08/2023 16:20","320"
"בית דגן קרינה","13/08/2023 16:30","310"
"בית דגן קרינה","13/08/2023 16:40","241"
"בית דגן קרינה","13/08/2023 16:50","181"
"בית דגן קרינה","13/08/2023 17:00","149"
"בית דגן קרינה","13/08/2023 17:10","113"
"בית דגן קרינה","13/08/2023 17:20","105"
"בית דגן קרינה","13/08/2023 17:30","99"
"בית דגן קרינה","13/08/2023 17:40","103"
"בית דגן קרינה","13/08/2023 17:50","102"
"בית דגן קרינה","13/08/2023 18:00","97"
"בית דגן קרינה","13/08/2023 18:10","52"
"בית דגן קרינה","13/08/2023 18:20","37"
"בית דגן קרינה","13/08/2023 18:30","30"
"בית דגן קרינה","13/08/2023 18:40","18"
"בית דגן קרינה","13/08/2023 18:50","14"
"בית דגן קרינה","13/08/2023 19:00","11"
"בית דגן קרינה","13/08/2023 19:10","8"
"בית דגן קרינה","13/08/2023 19:20","6"
"בית דגן קרינה","13/08/2023 19:30","2"
"בית דגן קרינה","13/08/2023 19:40","0"
"בית דגן קרינה","13/08/2023 19:50","0"
"בית דגן קרינה","13/08/2023 20:00","0"
"בית דגן קרינה","13/08/2023 20:10","0"
"בית דגן קרינה","13/08/2023 20:20","0"
"בית דגן קרינה","13/08/2023 20:30","0"
"בית דגן קרינה","13/08/2023 20:40","0"
"בית דגן קרינה","13/08/2023 20:50","0"
"בית דגן קרינה","13/08/2023 21:00","0"
"בית דגן קרינה","13/08/2023 21:10","0"
"בית דגן קרינה","13/08/2023 21:20","0"
"בית דגן קרינה","13/08/2023 21:30","0"
"בית דגן קרינה","13/08/2023 21:40","0"
"בית דגן קרינה","13/08/2023 21:50","0"
"בית דגן קרינה","13/08/2023 22:00","0"
"בית דגן קרינה","13/08/2023 22:10","0"
"בית דגן קרינה","13/08/2023 22:20","0"
"בית דגן קרינה","13/08/2023 22:30","0"
"בית דגן קרינה","13/08/2023 22:40","0"
"בית דגן קרינה","13/08/2023 22:50","0"
"בית דגן קרינה","13/08/2023 23:00","0"
"בית דגן קרינה","13/08/2023 23:10","0"
"בית דגן קרינה","13/08/2023 23:20","0"
"בית דגן קרינה","13/08/2023 23:30","0"
"בית דגן קרינה","13/08/2023 23:40","0"
"בית דגן קרינה","13/08/2023 23:50","0"
"בית דגן קרינה","14/08/2023 00:00","0"
"בית דגן קרינה","14/08/2023 00:10","0"
"בית דגן קרינה","14/08/2023 00:20","0"
"בית דגן קרינה","14/08/2023 00:30","0"
"בית דגן קרינה","14/08/2023 00:40","0"
"בית דגן קרינה","14/08/2023 00:50","0"
"בית דגן קרינה","14/08/2023 01:00","0"
"בית דגן קרינה","14/08/2023 01:10","0"
"בית דגן קרינה","14/08/2023 01:20","0"
"בית דגן קרינה","14/08/2023 01:30","0"
"בית דגן קרינה","14/08/2023 01:40","0"
"בית דגן קרינה","14/08/2023 01:50","0"
"בית דגן קרינה","14/08/2023 02:00","0"
"בית דגן קרינה","14/08/2023 02:10","0"
"בית דגן קרינה","14/08/2023 02:20","0"
"בית דגן קרינה","14/08/2023 02:30","0"
"בית דגן קרינה","14/08/2023 02:40","0"
"בית דגן קרינה","14/08/2023 02:50","0"
"בית דגן קרינה","14/08/2023 03:00","0"
"בית דגן קרינה","14/08/2023 03:10","0"
"בית דגן קרינה","14/08/2023 03:20","0"
"בית דגן קרינה","14/08/2023 03:30","0"
"בית דגן קרינה","14/08/2023 03:40","0"
"בית דגן קרינה","14/08/2023 03:50","0"
"בית דגן קרינה","14/08/2023 04:00","0"
"בית דגן קרינה","14/08/2023 04:10","0"
"בית דגן קרינה","14/08/2023 04:20","0"
"בית דגן קרינה","14/08/2023 04:30","0"
"בית דגן קרינה","14/08/2023 04:40","0"
"בית דגן קרינה","14/08/2023 04:50","0"
"בית דגן קרינה","14/08/2023 05:00","0"
"בית דגן קרינה","14/08/2023 05:10","0"
"בית דגן קרינה","14/08/2023 05:20","0"
"בית דגן קרינה","14/08/2023 05:30","0"
"בית דגן קרינה","14/08/2023 05:40","0"
"בית דגן קרינה","14/08/2023 05:50","0"
"בית דגן קרינה","14/08/2023 06:00","0"
"בית דגן קרינה","14/08/2023 06:10","1"
"בית דגן קרינה","14/08/2023 06:20","2"
"בית דגן קרינה","14/08/2023 06:30","5"
"בית דגן קרינה","14/08/2023 06:40","7"
"בית דגן קרינה","14/08/2023 06:50","10"
"בית דגן קרינה","14/08/2023 07:00","18"
"בית דגן קרינה","14/08/2023 07:10","36"
"בית דגן קרינה","14/08/2023 07:20","57"
"בית דגן קרינה","14/08/2023 07:30","90"
"בית דגן קרינה","14/08/2023 07:40","121"
"בית דגן קרינה","14/08/2023 07:50","123"
"בית דגן קרינה","14/08/2023 08:00","132"
"בית דגן קרינה","14/08/2023 08:10","136"
"בית דגן קרינה","14/08/2023 08:20","120"
"בית דגן קרינה","14/08/2023 08:30","134"
"בית דגן קרינה","14/08/2023 08:40","148"
"בית דגן קרינה","14/08/2023 08:50","194"
"בית דגן קרינה","14/08/2023 09:00","228"
"בית דגן קרינה","14/08/2023 09:10","208"
"בית דגן קרינה","14/08/2023 09:20","260"
"בית דגן קרינה","14/08/2023 09:30","437"
