"תחנה","תאריך ושעה (שעון קיץ)","קרינה גלובלית (וואט/מ""ר)"
"בית דגן קרינה","04/05/2023 20:00","0"
"בית דגן קרינה","04/05/2023 20:10","0"
"בית דגן קרינה","04/05/2023 20:20","0"
"בית דגן קרינה","04/05/2023 20:30","0"
"בית דגן קרינה","04/05/2023 20:40","0"
"בית דגן קרינה","04/05/2023 20:50","0"
"בית דגן קרינה","04/05/2023 21:00","0"
"בית דגן קרינה","04/05/2023 21:10","0"
"בית דגן קרינה","04/05/2023 21:20","0"
"בית דגן קרינה","04/05/2023 21:30","0"
"בית דגן קרינה","04/05/2023 21:40","0"
"בית דגן קרינה","04/05/2023 21:50","0"
"בית דגן קרינה","04/05/2023 22:00","0"
"בית דגן קרינה","04/05/2023 22:10","0"
"בית דגן קרינה","04/05/2023 22:20","0"
"בית דגן קרינה","04/05/2023 22:30","0"
"בית דגן קרינה","04/05/2023 22:40","0"
"בית דגן קרינה","04/05/2023 22:50","0"
"בית דגן קרינה","04/05/2023 23:00","0"
"בית דגן קרינה","04/05/2023 23:10","0"
"בית דגן קרינה","04/05/2023 23:20","0"
"בית דגן קרינה","04/05/2023 23:30","0"
"בית דגן קרינה","04/05/2023 23:40","0"
"בית דגן קרינה","04/05/2023 23:50","0"
"בית דגן קרינה","05/05/2023 00:00","0"
"בית דגן קרינה","05/05/2023 00:10","0"
"בית דגן קרינה","05/05/2023 00:20","0"
"בית דגן קרינה","05/05/2023 00:30","0"
"בית דגן קרינה","05/05/2023 00:40","0"
"בית דגן קרינה","05/05/2023 00:50","0"
"בית דגן קרינה","05/05/2023 01:00","0"
"בית דגן קרינה","05/05/2023 01:10","0"
"בית דגן קרינה","05/05/2023 01:20","0"
"בית דגן קרינה","05/05/2023 01:30","0"
"בית דגן קרינה","05/05/2023 01:40","0"
"בית דגן קרינה","05/05/2023 01:50","0"
"בית דגן קרינה","05/05/2023 02:00","0"
"בית דגן קרינה","05/05/2023 02:10","0"
"בית דגן קרינה","05/05/2023 02:20","0"
"בית דגן קרינה","05/05/2023 02:30","0"
"בית דגן קרינה","05/05/2023 02:40","0"
"בית דגן קרינה","05/05/2023 02:50","0"
"בית דגן קרינה","05/05/2023 03:00","0"
"בית דגן קרינה","05/05/2023 03:10","0"
"בית דגן קרינה","05/05/2023 03:20","0"
"בית דגן קרינה","05/05/2023 03:30","0"
"בית דגן קרינה","05/05/2023 03:40","0"
"בית דגן קרינה","05/05/2023 03:50","0"
"בית דגן קרינה","05/05/2023 04:00","0"
"בית דגן קרינה","05/05/2023 04:10","0"
"בית דגן קרינה","05/05/2023 04:20","0"
"בית דגן קרינה","05/05/2023 04:30","0"
"בית דגן קרינה","05/05/2023 04:40","0"
"בית דגן קרינה","05/05/2023 04:50","0"
"בית דגן קרינה","05/05/2023 05:00","0"
"בית דגן קרינה","05/05/2023 05:10","0"
"בית דגן קרינה","05/05/2023 05:20","0"
"בית דגן קרינה","05/05/2023 05:30","0"
"בית דגן קרינה","05/05/2023 05:40","0"
"בית דגן קרינה","05/05/2023 05:50","0"
"בית דגן קרינה","05/05/2023 06:00","7"
"בית דגן קרינה","05/05/2023 06:10","17"
"בית דגן קרינה","05/05/2023 06:20","31"
"בית דגן קרינה","05/05/2023 06:30","46"
"בית דגן קרינה","05/05/2023 06:40","64"
"בית דגן קרינה","05/05/2023 06:50","113"
"בית דגן קרינה","05/05/2023 07:00","143"
"בית דגן קרינה","05/05/2023 07:10","179"
"בית דגן קרינה","05/05/2023 07:20","216"
"בית דגן קרינה","05/05/2023 07:30","253"
"בית דגן קרינה","05/05/2023 07:40","287"
"בית דגן קרינה","05/05/2023 07:50","323"
"בית דגן קרינה","05/05/2023 08:00","359"
"בית דגן קרינה","05/05/2023 08:10","394"
"בית דגן קרינה","05/05/2023 08:20","432"
"בית דגן קרינה","05/05/2023 08:30","468"
"בית דגן קרינה","05/05/2023 08:40","501"
"בית דגן קרינה","05/05/2023 08:50","536"
"בית דגן קרינה","05/05/2023 09:00","570"
"בית דגן קרינה","05/05/2023 09:10","603"
"בית דגן קרינה","05/05/2023 09:20","636"
"בית דגן קרינה","05/05/2023 09:30","669"
"בית דגן קרינה","05/05/2023 09:40","701"
"בית דגן קרינה","05/05/2023 09:50","728"
"בית דגן קרינה","05/05/2023 10:00","753"
"בית דגן קרינה","05/05/2023 10:10","781"
"בית דגן קרינה","05/05/2023 10:20","811"
"בית דגן קרינה","05/05/2023 10:30","831"
"בית דגן קרינה","05/05/2023 10:40","854"
"בית דגן קרינה","05/05/2023 10:50","870"
"בית דגן קרינה","05/05/2023 11:00","889"
"בית דגן קרינה","05/05/2023 11:10","910"
"בית דגן קרינה","05/05/2023 11:20","902"
"בית דגן קרינה","05/05/2023 11:30","919"
"בית דגן קרינה","05/05/2023 11:40","936"
"בית דגן קרינה","05/05/2023 11:50","954"
"בית דגן קרינה","05/05/2023 12:00","959"
"בית דגן קרינה","05/05/2023 12:10","955"
"בית דגן קרינה","05/05/2023 12:20","959"
"בית דגן קרינה","05/05/2023 12:30","957"
"בית דגן קרינה","05/05/2023 12:40","969"
"בית דגן קרינה","05/05/2023 12:50","815"
"בית דגן קרינה","05/05/2023 13:00","852"
"בית דגן קרינה","05/05/2023 13:10","458"
"בית דגן קרינה","05/05/2023 13:20","554"
"בית דגן קרינה","05/05/2023 13:30","800"
"בית דגן קרינה","05/05/2023 13:40","817"
"בית דגן קרינה","05/05/2023 13:50","790"
"בית דגן קרינה","05/05/2023 14:00","734"
"בית דגן קרינה","05/05/2023 14:10","611"
"בית דגן קרינה","05/05/2023 14:20","466"
"בית דגן קרינה","05/05/2023 14:30","578"
"בית דגן קרינה","05/05/2023 14:40","451"
"בית דגן קרינה","05/05/2023 14:50","615"
"בית דגן קרינה","05/05/2023 15:00","547"
"בית דגן קרינה","05/05/2023 15:10","589"
"בית דגן קרינה","05/05/2023 15:20","378"
"בית דגן קרינה","05/05/2023 15:30","306"
"בית דגן קרינה","05/05/2023 15:40","233"
"בית דגן קרינה","05/05/2023 15:50","254"
"בית דגן קרינה","05/05/2023 16:00","207"
"בית דגן קרינה","05/05/2023 16:10","163"
"בית דגן קרינה","05/05/2023 16:20","208"
"בית דגן קרינה","05/05/2023 16:30","200"
"בית דגן קרינה","05/05/2023 16:40","207"
"בית דגן קרינה","05/05/2023 16:50","248"
"בית דגן קרינה","05/05/2023 17:00","294"
"בית דגן קרינה","05/05/2023 17:10","372"
"בית דגן קרינה","05/05/2023 17:20","332"
"בית דגן קרינה","05/05/2023 17:30","142"
"בית דגן קרינה","05/05/2023 17:40","103"
"בית דגן קרינה","05/05/2023 17:50","76"
"בית דגן קרינה","05/05/2023 18:00","152"
"בית דגן קרינה","05/05/2023 18:10","180"
"בית דגן קרינה","05/05/2023 18:20","115"
"בית דגן קרינה","05/05/2023 18:30","94"
"בית דגן קרינה","05/05/2023 18:40","54"
"בית דגן קרינה","05/05/2023 18:50","42"
"בית דגן קרינה","05/05/2023 19:00","23"
"בית דגן קרינה","05/05/2023 19:10","10"
"בית דגן קרינה","05/05/2023 19:20","2"
"בית דגן קרינה","05/05/2023 19:30","0"
"בית דגן קרינה","05/05/2023 19:40","0"
"בית דגן קרינה","05/05/2023 19:50","0"
"בית דגן קרינה","05/05/2023 20:00","0"
"בית דגן קרינה","05/05/2023 20:10","0"
"בית דגן קרינה","05/05/2023 20:20","0"
"בית דגן קרינה","05/05/2023 20:30","0"
"בית דגן קרינה","05/05/2023 20:40","0"
"בית דגן קרינה","05/05/2023 20:50","0"
"בית דגן קרינה","05/05/2023 21:00","0"
"בית דגן קרינה","05/05/2023 21:10","0"
"בית דגן קרינה","05/05/2023 21:20","0"
"בית דגן קרינה","05/05/2023 21:30","0"
"בית דגן קרינה","05/05/2023 21:40","0"
"בית דגן קרינה","05/05/2023 21:50","0"
"בית דגן קרינה","05/05/2023 22:00","0"
"בית דגן קרינה","05/05/2023 22:10","0"
"בית דגן קרינה","05/05/2023 22:20","0"
"בית דגן קרינה","05/05/2023 22:30","0"
"בית דגן קרינה","05/05/2023 22:40","0"
"בית דגן קרינה","05/05/2023 22:50","0"
"בית דגן קרינה","05/05/2023 23:00","0"
"בית דגן קרינה","05/05/2023 23:10","0"
"בית דגן קרינה","05/05/2023 23:20","0"
"בית דגן קרינה","05/05/2023 23:30","0"
"בית דגן קרינה","05/05/2023 23:40","0"
"בית דגן קרינה","05/05/2023 23:50","0"
"בית דגן קרינה","06/05/2023 00:00","0"
"בית דגן קרינה","06/05/2023 00:10","0"
"בית דגן קרינה","06/05/2023 00:20","0"
"בית דגן קרינה","06/05/2023 00:30","0"
"בית דגן קרינה","06/05/2023 00:40","0"
"בית דגן קרינה","06/05/2023 00:50","0"
"בית דגן קרינה","06/05/2023 01:00","0"
"בית דגן קרינה","06/05/2023 01:10","0"
"בית דגן קרינה","06/05/2023 01:20","0"
"בית דגן קרינה","06/05/2023 01:30","0"
"בית דגן קרינה","06/05/2023 01:40","0"
"בית דגן קרינה","06/05/2023 01:50","0"
"בית דגן קרינה","06/05/2023 02:00","0"
"בית דגן קרינה","06/05/2023 02:10","0"
"בית דגן קרינה","06/05/2023 02:20","0"
"בית דגן קרינה","06/05/2023 02:30","0"
"בית דגן קרינה","06/05/2023 02:40","0"
"בית דגן קרינה","06/05/2023 02:50","0"
"בית דגן קרינה","06/05/2023 03:00","0"
"בית דגן קרינה","06/05/2023 03:10","0"
"בית דגן קרינה","06/05/2023 03:20","0"
"בית דגן קרינה","06/05/2023 03:30","0"
"בית דגן קרינה","06/05/2023 03:40","0"
"בית דגן קרינה","06/05/2023 03:50","0"
"בית דגן קרינה","06/05/2023 04:00","0"
"בית דגן קרינה","06/05/2023 04:10","0"
"בית דגן קרינה","06/05/2023 04:20","0"
"בית דגן קרינה","06/05/2023 04:30","0"
"בית דגן קרינה","06/05/2023 04:40","0"
"בית דגן קרינה","06/05/2023 04:50","0"
"בית דגן קרינה","06/05/2023 05:00","0"
"בית דגן קרינה","06/05/2023 05:10","0"
"בית דגן קרינה","06/05/2023 05:20","0"
"בית דגן קרינה","06/05/2023 05:30","0"
"בית דגן קרינה","06/05/2023 05:40","0"
"בית דגן קרינה","06/05/2023 05:50","0"
"בית דגן קרינה","06/05/2023 06:00","6"
"בית דגן קרינה","06/05/2023 06:10","16"
"בית דגן קרינה","06/05/2023 06:20","30"
"בית דגן קרינה","06/05/2023 06:30","46"
"בית דגן קרינה","06/05/2023 06:40","75"
"בית דגן קרינה","06/05/2023 06:50","105"
"בית דגן קרינה","06/05/2023 07:00","137"
"בית דגן קרינה","06/05/2023 07:10","192"
"בית דגן קרינה","06/05/2023 07:20","243"
"בית דגן קרינה","06/05/2023 07:30","248"
"בית דגן קרינה","06/05/2023 07:40","144"
"בית דגן קרינה","06/05/2023 07:50","169"
"בית דגן קרינה","06/05/2023 08:00","315"
"בית דגן קרינה","06/05/2023 08:10","301"
"בית דגן קרינה","06/05/2023 08:20","399"
"בית דגן קרינה","06/05/2023 08:30","323"
"בית דגן קרינה","06/05/2023 08:40","347"
"בית דגן קרינה","06/05/2023 08:50","438"
"בית דגן קרינה","06/05/2023 09:00","604"
"בית דגן קרינה","06/05/2023 09:10","499"
"בית דגן קרינה","06/05/2023 09:20","663"
"בית דגן קרינה","06/05/2023 09:30","704"
"בית דגן קרינה","06/05/2023 09:40","727"
"בית דגן קרינה","06/05/2023 09:50","808"
"בית דגן קרינה","06/05/2023 10:00","578"
"בית דגן קרינה","06/05/2023 10:10","718"
"בית דגן קרינה","06/05/2023 10:20","835"
"בית דגן קרינה","06/05/2023 10:30","875"
"בית דגן קרינה","06/05/2023 10:40","899"
"בית דגן קרינה","06/05/2023 10:50","957"
"בית דגן קרינה","06/05/2023 11:00","925"
"בית דגן קרינה","06/05/2023 11:10","956"
"בית דגן קרינה","06/05/2023 11:20","895"
"בית דגן קרינה","06/05/2023 11:30","977"
"בית דגן קרינה","06/05/2023 11:40","993"
"בית דגן קרינה","06/05/2023 11:50","855"
"בית דגן קרינה","06/05/2023 12:00","1005"
"בית דגן קרינה","06/05/2023 12:10","994"
"בית דגן קרינה","06/05/2023 12:20","994"
"בית דגן קרינה","06/05/2023 12:30","1069"
"בית דגן קרינה","06/05/2023 12:40","950"
"בית דגן קרינה","06/05/2023 12:50","945"
"בית דגן קרינה","06/05/2023 13:00","1039"
"בית דגן קרינה","06/05/2023 13:10","1035"
"בית דגן קרינה","06/05/2023 13:20","1016"
"בית דגן קרינה","06/05/2023 13:30","1008"
"בית דגן קרינה","06/05/2023 13:40","1034"
"בית דגן קרינה","06/05/2023 13:50","959"
"בית דגן קרינה","06/05/2023 14:00","983"
"בית דגן קרינה","06/05/2023 14:10","946"
"בית דגן קרינה","06/05/2023 14:20","924"
"בית דגן קרינה","06/05/2023 14:30","908"
"בית דגן קרינה","06/05/2023 14:40","889"
"בית דגן קרינה","06/05/2023 14:50","865"
"בית דגן קרינה","06/05/2023 15:00","847"
"בית דגן קרינה","06/05/2023 15:10","821"
"בית דגן קרינה","06/05/2023 15:20","792"
"בית דגן קרינה","06/05/2023 15:30","767"
"בית דגן קרינה","06/05/2023 15:40","738"
"בית דגן קרינה","06/05/2023 15:50","708"
"בית דגן קרינה","06/05/2023 16:00","680"
"בית דגן קרינה","06/05/2023 16:10","644"
"בית דגן קרינה","06/05/2023 16:20","607"
"בית דגן קרינה","06/05/2023 16:30","575"
"בית דגן קרינה","06/05/2023 16:40","539"
"בית דגן קרינה","06/05/2023 16:50","505"
"בית דגן קרינה","06/05/2023 17:00","467"
"בית דגן קרינה","06/05/2023 17:10","430"
"בית דגן קרינה","06/05/2023 17:20","392"
"בית דגן קרינה","06/05/2023 17:30","348"
"בית דגן קרינה","06/05/2023 17:40","307"
"בית דגן קרינה","06/05/2023 17:50","271"
"בית דגן קרינה","06/05/2023 18:00","232"
"בית דגן קרינה","06/05/2023 18:10","190"
"בית דגן קרינה","06/05/2023 18:20","153"
"בית דגן קרינה","06/05/2023 18:30","121"
"בית דגן קרינה","06/05/2023 18:40","87"
"בית דגן קרינה","06/05/2023 18:50","56"
"בית דגן קרינה","06/05/2023 19:00","30"
"בית דגן קרינה","06/05/2023 19:10","18"
"בית דגן קרינה","06/05/2023 19:20","7"
"בית דגן קרינה","06/05/2023 19:30","0"
"בית דגן קרינה","06/05/2023 19:40","0"
"בית דגן קרינה","06/05/2023 19:50","0"
"בית דגן קרינה","06/05/2023 20:00","0"
"בית דגן קרינה","06/05/2023 20:10","0"
"בית דגן קרינה","06/05/2023 20:20","0"
"בית דגן קרינה","06/05/2023 20:30","0"
"בית דגן קרינה","06/05/2023 20:40","0"
"בית דגן קרינה","06/05/2023 20:50","0"
"בית דגן קרינה","06/05/2023 21:00","0"
"בית דגן קרינה","06/05/2023 21:10","0"
"בית דגן קרינה","06/05/2023 21:20","0"
"בית דגן קרינה","06/05/2023 21:30","0"
"בית דגן קרינה","06/05/2023 21:40","0"
"בית דגן קרינה","06/05/2023 21:50","0"
"בית דגן קרינה","06/05/2023 22:00","0"
"בית דגן קרינה","06/05/2023 22:10","0"
"בית דגן קרינה","06/05/2023 22:20","0"
"בית דגן קרינה","06/05/2023 22:30","0"
"בית דגן קרינה","06/05/2023 22:40","0"
"בית דגן קרינה","06/05/2023 22:50","0"
"בית דגן קרינה","06/05/2023 23:00","0"
"בית דגן קרינה","06/05/2023 23:10","0"
"בית דגן קרינה","06/05/2023 23:20","0"
"בית דגן קרינה","06/05/2023 23:30","0"
"בית דגן קרינה","06/05/2023 23:40","0"
"בית דגן קרינה","06/05/2023 23:50","0"
"בית דגן קרינה","07/05/2023 00:00","0"
"בית דגן קרינה","07/05/2023 00:10","0"
"בית דגן קרינה","07/05/2023 00:20","0"
"בית דגן קרינה","07/05/2023 00:30","0"
"בית דגן קרינה","07/05/2023 00:40","0"
"בית דגן קרינה","07/05/2023 00:50","0"
"בית דגן קרינה","07/05/2023 01:00","0"
"בית דגן קרינה","07/05/2023 01:10","0"
"בית דגן קרינה","07/05/2023 01:20","0"
"בית דגן קרינה","07/05/2023 01:30","0"
"בית דגן קרינה","07/05/2023 01:40","0"
"בית דגן קרינה","07/05/2023 01:50","0"
"בית דגן קרינה","07/05/2023 02:00","0"
"בית דגן קרינה","07/05/2023 02:10","0"
"בית דגן קרינה","07/05/2023 02:20","0"
"בית דגן קרינה","07/05/2023 02:30","0"
